Latitude: 28.64278  Longitude: -82.26415
X & Y on Lambert Conformal Conic: 1692532.5 -1301758.28
Tile: 10669
Elevation: 25 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1999,238,45840.73,0.00,393.72,0.00,33.56,23.20,2843.04
1999,239,45741.37,0.00,388.08,0.00,34.25,23.91,2966.19
1999,240,45641.49,0.00,411.01,0.00,34.47,23.22,2845.34
1999,241,45541.12,0.00,400.74,0.00,33.89,23.10,2825.54
1999,242,45440.28,0.00,400.85,0.00,34.64,23.64,2919.75
1999,243,45338.99,0.00,368.17,0.00,33.19,23.62,2915.70
1999,244,45237.27,0.00,397.94,0.00,32.20,21.85,2618.26
1999,245,45135.16,0.00,431.22,0.00,32.94,21.13,2505.83
1999,246,45032.66,0.00,497.02,0.00,34.61,18.76,2163.74
1999,247,44929.82,0.00,480.59,0.00,34.87,19.75,2300.59
1999,248,44826.64,0.00,442.90,0.00,34.55,21.33,2537.10
1999,249,44723.14,7.95,268.53,0.00,31.30,21.96,2636.53
1999,250,44619.36,0.00,349.48,0.00,31.14,22.09,2658.12
1999,251,44515.31,18.63,257.74,0.00,31.26,22.33,2696.50
1999,252,44411.02,0.00,399.00,0.00,32.57,21.50,2562.83
1999,253,44306.49,0.00,402.15,0.00,32.94,21.53,2567.34
1999,254,44201.76,0.00,385.25,0.00,32.31,21.59,2577.74
1999,255,44096.85,0.00,364.14,0.00,32.16,22.22,2679.17
1999,256,43991.76,0.00,352.38,0.00,31.80,22.32,2694.62
1999,257,43886.54,13.24,272.88,0.00,31.70,21.84,2617.00
1999,258,43781.18,7.86,217.63,0.00,29.81,22.49,2723.58
1999,259,43675.72,0.00,425.64,0.00,32.95,20.46,2405.17
1999,260,43570.17,0.00,496.08,0.00,34.11,16.79,1911.31
1999,261,43464.56,16.02,299.16,0.00,31.63,20.33,2385.65
1999,262,43358.89,9.31,235.34,0.00,30.14,21.96,2635.85
1999,263,43253.20,8.54,190.12,0.00,28.66,22.32,2694.32
1999,264,43147.50,4.12,199.68,0.00,29.31,22.59,2739.36
1999,265,43041.80,0.00,323.35,0.00,27.66,19.57,2275.75
1999,266,42936.14,0.00,423.75,0.00,28.97,17.11,1950.21
1999,267,42830.52,0.00,422.07,0.00,29.85,17.76,2032.40
1999,268,42724.97,14.61,302.50,0.00,30.50,18.98,2193.02
1999,269,42619.51,14.66,257.71,0.00,29.91,20.65,2433.41
1999,270,42514.16,16.40,261.39,0.00,31.31,21.63,2583.86
1999,271,42408.93,22.26,293.26,0.00,32.91,21.16,2510.93
1999,272,42303.84,0.00,367.82,0.00,32.59,21.81,2612.00
1999,273,42198.93,0.00,348.01,0.00,32.22,22.18,2672.62
1999,274,42094.19,0.00,355.78,0.00,31.35,21.14,2507.56
1999,275,41989.67,0.00,384.74,0.00,32.63,20.91,2471.93
1999,276,41885.37,8.22,249.80,0.00,31.00,21.69,2593.73
1999,277,41781.32,5.37,182.19,0.00,28.28,22.14,2665.57
1999,278,41677.54,9.60,139.47,0.00,25.46,21.07,2497.07
1999,279,41574.04,0.00,313.04,0.00,29.12,21.00,2485.19
1999,280,41470.86,12.70,233.87,0.00,28.06,20.10,2351.31
1999,281,41368.01,14.57,218.70,0.00,28.27,20.86,2464.45
1999,282,41265.52,7.45,244.03,0.00,30.63,21.81,2612.08
1999,283,41163.40,0.00,379.96,0.00,31.05,19.97,2333.36
1999,284,41061.68,0.00,419.57,0.00,31.88,18.26,2097.37
1999,285,40960.39,0.00,390.60,0.00,31.98,19.82,2310.56
1999,286,40859.54,0.00,348.68,0.00,31.51,21.25,2524.87
1999,287,40759.16,0.00,338.71,0.00,30.12,20.46,2404.46
1999,288,40659.28,2.93,149.22,0.00,27.20,22.13,2664.59
1999,289,40559.92,8.46,92.09,0.00,25.71,22.77,2769.18
1999,290,40461.10,0.00,298.69,0.00,27.89,20.22,2369.65
1999,291,40362.85,0.00,403.72,0.00,29.80,17.27,1970.14
1999,292,40265.20,0.00,419.83,0.00,30.79,16.46,1871.77
1999,293,40168.17,0.00,386.41,0.00,31.15,18.65,2148.99
1999,294,40071.78,21.52,187.44,0.00,26.07,19.61,2281.72
1999,295,39976.08,0.00,325.45,0.00,23.95,15.29,1736.87
1999,296,39881.07,0.00,423.52,0.00,25.78,11.75,1378.90
1999,297,39786.80,0.00,441.43,0.00,22.90,7.78,1056.53
1999,298,39693.29,0.00,436.42,0.00,24.74,9.17,1161.07
1999,299,39600.56,0.00,416.65,0.00,26.10,11.56,1361.27
1999,300,39508.65,0.00,406.21,0.00,25.90,11.90,1392.78
1999,301,39417.59,0.00,422.59,0.00,27.25,11.07,1318.25
1999,302,39327.41,0.00,374.12,0.00,27.90,15.06,1711.52
1999,303,39238.14,0.00,361.37,0.00,29.42,16.78,1910.22
1999,304,39149.80,0.00,326.07,0.00,29.47,18.53,2132.26
1999,305,39062.43,24.17,217.33,0.00,28.37,19.17,2220.38
1999,306,38976.07,41.79,212.54,0.00,24.31,15.85,1799.70
1999,307,38890.73,0.00,373.57,0.00,19.63,7.45,1033.05
1999,308,38806.46,0.00,435.43,0.00,23.30,3.78,800.26
1999,309,38723.29,0.00,397.24,0.00,25.21,9.26,1167.58
1999,310,38641.25,0.00,345.08,0.00,25.68,13.03,1500.34
1999,311,38560.37,0.00,379.06,0.00,25.97,10.59,1276.70
1999,312,38480.69,0.00,370.57,0.00,26.82,11.57,1362.16
1999,313,38402.24,0.00,337.86,0.00,26.68,13.50,1546.89
1999,314,38325.05,0.00,347.21,0.00,27.49,13.38,1534.19
1999,315,38249.15,0.00,334.83,0.00,27.26,13.86,1583.24
1999,316,38174.59,0.00,347.86,0.00,26.78,12.37,1436.05
1999,317,38101.39,0.00,288.87,0.00,25.43,14.52,1652.68
1999,318,38029.58,0.00,328.51,0.00,26.63,13.00,1497.21
1999,319,37959.21,0.00,333.66,0.00,25.74,11.52,1358.42
1999,320,37890.30,0.00,336.00,0.00,23.17,8.95,1143.43
1999,321,37822.90,0.00,356.48,0.00,23.10,7.11,1009.27
1999,322,37757.02,0.00,341.58,0.00,24.71,9.42,1180.46
1999,323,37692.71,0.00,316.47,0.00,25.63,11.79,1382.45
1999,324,37629.99,0.00,270.85,0.00,26.90,15.29,1736.86
1999,325,37568.91,0.00,279.73,0.00,26.46,14.29,1627.68
1999,326,37509.48,6.52,187.80,0.00,24.46,14.09,1607.11
1999,327,37451.76,0.00,219.54,0.00,25.05,16.11,1829.78
1999,328,37395.75,0.00,223.73,0.00,25.90,16.76,1907.07
1999,329,37341.51,27.77,153.19,0.00,26.97,18.63,2146.55
1999,330,37289.05,21.25,145.45,0.00,26.09,18.35,2109.03
1999,331,37238.40,0.00,277.11,0.00,23.31,12.12,1412.57
1999,332,37189.61,0.00,364.01,0.00,24.83,6.34,956.98
1999,333,37142.68,0.00,332.91,0.00,24.62,9.13,1157.97
1999,334,37097.66,0.00,295.50,0.00,21.17,8.77,1129.65
1999,335,37054.57,0.00,322.26,0.00,16.81,2.98,756.58
1999,336,37013.43,0.00,370.57,0.00,19.17,-0.23,600.70
1999,337,36974.27,0.00,357.31,0.00,22.32,3.64,792.48
1999,338,36937.11,0.00,302.99,0.00,24.94,10.78,1293.13
1999,339,36901.98,0.00,299.50,0.00,25.86,11.77,1380.75
1999,340,36868.90,2.70,204.00,0.00,24.40,12.29,1428.80
1999,341,36837.89,0.00,322.16,0.00,20.60,5.57,907.56
1999,342,36808.96,0.00,310.47,0.00,24.44,9.67,1200.41
1999,343,36782.15,0.00,317.94,0.00,26.01,10.18,1242.28
1999,344,36757.45,0.00,309.81,0.00,26.48,11.15,1325.07
1999,345,36734.90,0.00,240.83,0.00,25.64,14.92,1695.25
1999,346,36714.51,0.00,250.29,0.00,25.74,14.54,1654.55
1999,347,36696.28,0.00,249.03,0.00,26.16,14.93,1696.86
1999,348,36680.23,5.13,164.21,0.00,23.70,14.40,1640.12
1999,349,36666.38,0.00,255.62,0.00,22.33,11.39,1346.27
1999,350,36654.72,0.00,197.18,0.00,18.74,11.02,1313.49
1999,351,36645.27,2.86,196.81,0.00,19.06,8.34,1097.50
1999,352,36638.04,13.17,105.75,0.00,17.91,12.70,1468.15
1999,353,36633.03,3.12,168.68,0.00,22.45,13.56,1552.49
1999,354,36630.24,0.00,299.63,0.00,22.52,9.48,1185.09
1999,355,36629.67,0.00,309.33,0.00,27.11,12.40,1438.90
1999,356,36631.33,0.85,230.71,0.00,24.44,15.00,1704.45
1999,357,36635.21,1.93,120.29,0.00,17.57,13.25,1521.37
1999,358,36641.32,0.00,314.47,0.00,16.84,3.49,784.50
1999,359,36649.64,0.00,304.46,0.00,15.14,2.57,734.85
1999,360,36660.17,0.00,335.14,0.00,13.99,-0.99,567.93
1999,361,36672.91,0.00,330.55,0.00,18.11,2.94,754.16
1999,362,36687.84,0.00,284.60,0.00,17.92,6.25,950.85
1999,363,36704.96,0.00,316.21,0.00,17.38,3.79,800.76
1999,364,36724.26,0.00,352.74,0.00,21.08,3.35,776.28
1999,365,36745.71,0.00,336.44,0.00,23.18,6.81,988.11
2000,1,36769.43,0.00,311.23,0.00,25.84,10.81,996.60
2000,2,36795.17,0.00,303.84,0.00,26.62,12.06,1089.72
2000,3,36823.04,0.00,333.47,0.00,27.24,10.29,912.85
2000,4,36853.00,0.00,304.78,0.00,27.27,12.68,1125.76
2000,5,36885.04,0.00,279.99,0.00,21.31,9.01,967.05
2000,6,36919.14,0.00,316.28,0.00,25.36,10.33,957.52
2000,7,36955.28,9.28,152.60,0.00,23.33,14.59,1660.35
2000,8,36993.43,0.00,227.88,0.00,24.19,14.31,1554.07
2000,9,37033.57,0.00,282.54,0.00,26.25,13.36,1326.09
2000,10,37075.68,2.35,201.10,0.00,26.12,13.88,1565.01
2000,11,37119.74,0.00,302.52,0.00,24.53,10.74,1111.66
2000,12,37165.70,0.00,364.35,0.00,25.14,6.13,739.75
2000,13,37213.56,0.00,347.44,0.00,25.67,8.49,886.04
2000,14,37263.28,0.00,295.22,0.00,19.42,6.85,896.27
2000,15,37314.82,0.00,343.22,0.00,19.03,3.37,662.61
2000,16,37368.17,0.00,363.37,0.00,21.52,3.91,653.50
2000,17,37423.29,0.00,365.49,0.00,21.72,4.02,654.84
2000,18,37480.15,0.00,322.94,0.00,21.89,7.72,894.27
2000,19,37538.73,2.89,147.27,0.00,21.11,13.30,1526.99
2000,20,37598.98,0.00,211.86,0.00,22.50,13.98,1595.20
2000,21,37660.87,0.00,341.28,0.00,15.87,1.35,601.63
2000,22,37724.38,0.00,403.48,0.00,20.47,-0.68,459.83
2000,23,37789.48,0.00,394.48,0.00,24.69,4.42,639.44
2000,24,37856.12,16.83,224.82,0.00,20.24,7.99,1071.67
2000,25,37924.27,0.00,242.82,0.00,11.68,2.81,747.50
2000,26,37993.91,0.00,267.84,0.00,9.75,-0.04,608.70
2000,27,38064.99,0.00,360.61,0.00,12.60,-2.34,497.71
2000,28,38137.49,0.00,305.61,0.00,14.16,2.48,730.24
2000,29,38211.37,0.00,358.88,0.00,23.62,8.01,941.22
2000,30,38286.60,0.00,335.31,0.00,25.57,11.38,1195.97
2000,31,38363.14,10.19,202.44,0.00,16.15,6.33,956.17
2000,32,38440.96,0.00,327.18,0.00,17.32,4.83,852.49
2000,33,38520.03,0.00,316.52,0.00,18.35,6.55,961.29
2000,34,38600.31,0.00,282.56,0.00,17.10,7.13,1010.66
2000,35,38681.77,0.00,362.96,0.00,19.97,5.77,858.98
2000,36,38764.37,0.00,364.72,0.00,15.74,2.00,680.42
2000,37,38848.09,0.00,434.58,0.00,18.15,-2.08,466.59
2000,38,38932.89,0.00,423.27,0.00,19.70,0.59,563.02
2000,39,39018.74,0.00,409.09,0.00,20.61,2.89,666.14
2000,40,39105.61,0.00,397.07,0.00,20.06,3.44,702.91
2000,41,39193.46,0.00,420.53,0.00,22.34,3.47,662.44
2000,42,39282.27,0.00,420.10,0.00,23.58,4.88,722.58
2000,43,39372.00,0.00,391.87,0.00,25.72,9.18,983.37
2000,44,39462.62,0.00,396.79,0.00,25.95,9.06,966.59
2000,45,39554.10,12.64,215.25,0.00,23.38,12.77,1474.38
2000,46,39646.42,0.00,347.72,0.00,26.00,12.53,1326.78
2000,47,39739.54,0.00,426.08,0.00,27.87,9.04,952.31
2000,48,39833.43,0.00,413.41,0.00,28.44,10.78,1053.49
2000,49,39928.07,0.00,401.63,0.00,28.09,11.25,1104.00
2000,50,40023.42,0.00,373.63,0.00,27.16,12.18,1219.16
2000,51,40119.47,0.00,298.65,0.00,25.03,14.02,1519.38
2000,52,40216.18,0.00,419.31,0.00,22.54,5.85,779.74
2000,53,40313.52,0.00,416.85,0.00,24.67,8.16,898.26
2000,54,40411.47,0.00,388.93,0.00,25.33,10.51,1079.85
2000,55,40510.01,0.00,376.35,0.00,26.27,11.98,1198.22
2000,56,40609.10,0.00,419.49,0.00,27.34,10.46,972.34
2000,57,40708.72,0.00,413.32,0.00,27.32,11.29,878.25
2000,58,40808.85,0.00,425.02,0.00,28.49,11.58,865.34
2000,59,40909.46,0.00,367.90,0.00,26.45,13.04,1072.66
2000,60,41010.54,0.00,469.58,0.00,27.31,7.53,613.99
2000,61,41112.04,0.00,445.87,0.00,27.38,9.42,725.67
2000,62,41213.96,0.00,382.57,0.00,25.87,11.79,963.32
2000,63,41316.27,0.00,347.77,0.00,26.65,14.13,1182.91
2000,64,41418.94,0.00,319.29,0.00,26.06,14.78,1301.73
2000,65,41521.96,0.00,451.04,0.00,25.05,7.49,642.19
2000,66,41625.30,0.00,464.19,0.00,26.64,8.02,637.10
2000,67,41728.94,0.00,462.53,0.00,27.94,9.53,695.06
2000,68,41832.86,0.00,420.17,0.00,27.04,11.52,864.19
2000,69,41937.03,0.00,416.06,0.00,28.00,12.77,934.16
2000,70,42041.45,0.00,442.69,0.00,28.28,11.71,824.90
2000,71,42146.08,0.00,442.56,0.00,28.81,12.38,855.41
2000,72,42250.90,0.00,390.59,0.00,25.68,12.39,925.72
2000,73,42355.91,0.00,512.80,0.00,25.29,4.73,436.73
2000,74,42461.06,0.00,498.35,0.00,26.68,7.33,524.93
2000,75,42566.36,0.00,439.62,0.00,27.90,12.13,800.19
2000,76,42671.77,0.00,416.48,0.00,29.93,15.15,997.70
2000,77,42777.28,0.00,268.22,0.00,25.72,17.06,1571.54
2000,78,42882.86,0.00,435.85,0.00,29.42,14.28,905.61
2000,79,42988.50,0.00,297.31,0.00,26.25,16.87,1456.78
2000,80,43094.18,0.00,399.53,0.00,27.98,14.99,1015.42
2000,81,43199.88,0.00,530.85,0.00,28.66,7.94,476.10
2000,82,43305.58,0.00,493.79,0.00,28.61,10.82,624.16
2000,83,43411.27,0.00,481.59,0.00,27.14,10.32,630.66
2000,84,43516.91,0.00,407.57,0.00,27.14,13.95,933.99
2000,85,43622.49,0.00,488.88,0.00,28.66,11.47,652.85
2000,86,43728.00,0.00,427.69,0.00,26.49,12.67,825.61
2000,87,43833.41,8.37,235.11,0.00,25.93,16.18,1553.85
2000,88,43938.71,0.00,350.57,0.00,25.86,15.19,1248.18
2000,89,44043.86,0.00,551.70,0.00,31.02,9.85,469.48
2000,90,44148.87,0.00,461.93,0.00,30.13,15.04,823.15
2000,91,44253.69,5.93,238.80,0.00,28.91,19.10,1784.35
2000,92,44358.32,0.00,440.97,0.00,30.53,16.52,1031.07
2000,93,44462.74,0.00,423.80,0.00,30.49,17.21,1115.28
2000,94,44566.92,0.00,454.64,0.00,30.36,15.81,954.32
2000,95,44670.83,8.82,263.99,0.00,26.54,16.02,1479.04
2000,96,44774.47,0.00,489.70,0.00,22.07,6.88,609.09
2000,97,44877.81,0.00,578.90,0.00,26.13,4.25,411.81
2000,98,44980.83,0.00,571.72,0.00,27.46,6.41,407.62
2000,99,45083.51,0.00,544.61,0.00,28.46,9.55,524.03
2000,100,45185.81,0.00,541.69,0.00,23.35,5.13,422.36
2000,101,45287.73,0.00,583.11,0.00,26.22,4.25,331.80
2000,102,45389.24,0.00,543.16,0.00,28.02,9.18,490.34
2000,103,45490.31,0.00,510.10,0.00,29.50,12.72,652.17
2000,104,45590.93,0.00,507.19,0.00,29.91,13.39,680.13
2000,105,45691.06,14.28,232.51,0.00,24.75,15.80,1520.63
2000,106,45790.68,3.27,252.92,0.00,27.25,17.25,1729.57
2000,107,45889.78,0.00,449.50,0.00,29.91,15.93,1131.45
2000,108,45988.31,0.00,467.89,0.00,28.90,14.32,995.61
2000,109,46086.27,0.00,374.27,0.00,26.20,15.27,1270.37
2000,110,46183.61,0.00,507.73,0.00,29.00,12.57,797.38
2000,111,46280.32,0.00,534.92,0.00,30.68,12.66,746.57
2000,112,46376.37,0.00,479.15,0.00,29.67,14.74,957.15
2000,113,46471.72,0.00,416.52,0.00,25.36,13.37,1021.78
2000,114,46566.36,0.00,558.54,0.00,29.11,9.97,605.21
2000,115,46660.26,0.00,517.38,0.00,29.52,13.29,617.32
2000,116,46753.38,2.11,242.48,0.00,26.74,17.53,1591.94
2000,117,46845.70,0.00,487.38,0.00,25.65,11.12,629.47
2000,118,46937.18,0.00,526.77,0.00,27.23,10.58,540.90
2000,119,47027.81,0.00,501.94,0.00,27.17,11.94,625.72
2000,120,47117.54,0.00,476.10,0.00,28.93,14.72,775.74
2000,121,47206.34,0.00,563.16,0.00,30.23,11.15,488.09
2000,122,47294.20,0.00,552.75,0.00,29.73,11.47,498.46
2000,123,47381.07,0.00,523.70,0.00,30.29,13.65,580.60
2000,124,47466.92,0.00,528.20,0.00,31.49,14.42,612.74
2000,125,47551.72,0.00,514.78,0.00,31.08,14.64,622.08
2000,126,47635.44,0.00,504.62,0.00,30.96,15.06,640.29
2000,127,47718.05,0.00,498.70,0.00,30.73,15.31,651.10
2000,128,47799.51,0.00,515.12,0.00,31.76,15.58,663.55
2000,129,47879.80,0.00,530.31,0.00,31.42,14.53,617.02
2000,130,47958.87,2.95,349.29,0.00,31.52,17.26,1011.65
2000,131,48036.69,0.00,463.79,0.00,31.96,18.31,817.30
2000,132,48113.23,0.00,493.47,0.00,33.36,18.53,809.66
2000,133,48188.46,0.00,521.79,0.00,33.96,17.80,771.19
2000,134,48262.35,0.00,517.39,0.00,34.13,18.20,792.34
2000,135,48334.85,0.00,491.38,0.00,33.90,19.01,836.06
2000,136,48405.94,0.00,487.86,0.00,33.90,19.14,843.39
2000,137,48475.58,0.00,462.48,0.00,32.59,19.05,838.49
2000,138,48543.74,0.00,525.11,0.00,33.20,16.64,713.08
2000,139,48610.38,0.00,530.28,0.00,33.35,16.32,697.70
2000,140,48675.48,0.00,551.55,0.00,33.58,15.18,645.28
2000,141,48738.99,0.00,544.20,0.00,33.85,15.90,677.88
2000,142,48800.89,0.00,522.28,0.00,33.51,16.81,721.32
2000,143,48861.14,0.00,467.37,0.00,32.09,18.08,785.84
2000,144,48919.72,0.00,465.53,0.00,32.90,19.03,837.10
2000,145,48976.59,0.00,437.66,0.00,33.40,20.67,933.55
2000,146,49031.71,0.00,440.01,0.00,34.30,21.32,974.04
2000,147,49085.06,0.00,459.74,0.00,34.96,21.15,963.19
2000,148,49136.61,0.00,477.57,0.00,35.49,20.92,948.58
2000,149,49186.33,0.00,489.80,0.00,34.88,19.83,882.81
2000,150,49234.19,10.52,264.75,0.00,32.37,22.14,1436.59
2000,151,49280.16,0.00,446.46,0.00,32.19,19.28,851.56
2000,152,49324.22,0.00,504.82,0.00,32.47,17.30,745.46
2000,153,49366.34,0.00,522.56,0.00,34.38,18.12,787.95
2000,154,49406.48,0.00,540.63,0.00,35.28,17.88,775.19
2000,155,49444.64,0.00,494.44,0.00,35.33,20.39,916.10
2000,156,49480.78,0.00,476.73,0.00,35.31,21.17,964.63
2000,157,49514.89,0.00,495.05,0.00,34.31,19.52,865.25
2000,158,49546.93,0.00,433.12,0.00,33.25,20.96,951.21
2000,159,49576.90,0.00,458.23,0.00,34.64,21.45,982.58
2000,160,49604.77,0.00,440.63,0.00,33.37,20.94,950.24
2000,161,49630.52,0.00,511.12,0.00,33.50,18.24,794.13
2000,162,49654.14,0.00,532.10,0.00,32.58,16.28,695.95
2000,163,49675.61,7.07,357.06,0.00,31.55,17.54,984.35
2000,164,49694.92,31.57,333.93,0.00,33.49,20.27,1373.98
2000,165,49712.05,24.68,324.00,0.00,34.07,20.66,1908.21
2000,166,49727.00,23.45,315.48,0.00,34.63,21.24,2237.04
2000,167,49739.75,16.37,287.16,0.00,33.85,21.76,2559.78
2000,168,49750.30,0.00,397.11,0.00,34.27,21.90,2386.91
2000,169,49758.64,0.00,397.72,0.00,34.76,22.38,2450.97
2000,170,49764.76,0.00,420.41,0.00,34.78,21.72,2302.21
2000,171,49768.65,14.91,315.05,0.00,34.84,21.53,2529.49
2000,172,49770.33,0.00,416.08,0.00,34.44,21.68,2393.71
2000,173,49769.78,5.83,298.89,0.00,33.07,21.04,2491.82
2000,174,49767.00,27.91,282.18,0.00,32.64,21.53,2567.59
2000,175,49762.00,8.43,275.68,0.00,32.64,21.85,2619.36
2000,176,49754.78,20.54,278.91,0.00,31.26,20.63,2429.30
2000,177,49745.35,9.68,316.37,0.00,33.01,20.31,2382.05
2000,178,49733.71,15.56,281.25,0.00,31.00,20.41,2396.58
2000,179,49719.87,9.68,268.42,0.00,30.71,20.81,2457.43
2000,180,49703.83,16.92,301.30,0.00,31.34,19.88,2319.89
2000,181,49685.62,20.90,212.71,0.00,28.91,21.45,2555.30
2000,182,49665.24,21.89,150.63,0.00,27.20,22.19,2672.85
2000,183,49642.70,7.52,252.02,0.00,30.74,21.91,2629.11
2000,184,49618.02,0.00,451.94,0.00,32.05,19.25,2231.16
2000,185,49591.22,0.00,449.04,0.00,32.27,19.59,2279.06
2000,186,49562.31,0.00,421.82,0.00,33.50,21.64,2585.23
2000,187,49531.31,0.00,442.14,0.00,34.48,21.65,2586.84
2000,188,49498.24,0.00,430.77,0.00,34.47,22.09,2656.81
2000,189,49463.12,0.00,387.84,0.00,34.13,23.40,2877.09
2000,190,49425.98,11.02,282.66,0.00,33.06,22.94,2798.54
2000,191,49386.83,3.52,289.59,0.00,32.57,22.37,2702.64
2000,192,49345.71,0.00,454.58,0.00,33.80,20.96,2479.66
2000,193,49302.63,0.00,468.63,0.00,34.41,20.81,2456.30
2000,194,49257.62,0.00,432.24,0.00,34.35,22.29,2689.51
2000,195,49210.71,14.78,274.55,0.00,32.72,23.29,2858.63
2000,196,49161.92,13.09,237.44,0.00,31.06,23.38,2872.99
2000,197,49111.29,43.22,158.16,0.00,26.96,22.31,2692.46
2000,198,49058.84,0.00,424.57,0.00,32.78,21.80,2610.89
2000,199,49004.61,0.00,366.44,0.00,32.64,23.58,2908.83
2000,200,48948.62,23.97,298.94,0.00,32.84,22.84,2781.57
2000,201,48890.90,0.00,436.16,0.00,34.25,22.70,2757.07
2000,202,48831.49,9.03,310.41,0.00,34.63,23.82,2950.33
2000,203,48770.42,0.00,422.44,0.00,33.10,22.38,2704.63
2000,204,48707.71,0.00,372.08,0.00,31.68,22.84,2781.60
2000,205,48643.41,6.39,271.60,0.00,31.62,23.10,2825.64
2000,206,48577.54,23.23,139.93,0.00,25.80,22.01,2645.01
2000,207,48510.14,6.79,326.88,0.00,31.45,20.94,2476.17
2000,208,48441.25,1.94,460.35,0.00,32.33,20.70,2440.35
2000,209,48370.88,0.00,484.87,0.00,33.62,20.50,2410.50
2000,210,48299.09,0.00,460.98,0.00,33.85,21.69,2592.96
2000,211,48225.90,24.35,330.25,0.00,32.94,21.70,2595.46
2000,212,48151.34,17.79,331.12,0.00,32.31,21.01,2487.99
2000,213,48075.46,5.23,345.91,0.00,33.05,20.72,2443.38
2000,214,47998.28,19.88,336.69,0.00,33.33,21.43,2552.85
2000,215,47919.83,2.30,325.48,0.00,32.75,21.58,2575.20
2000,216,47840.16,7.37,327.04,0.00,32.80,21.54,2570.16
2000,217,47759.28,10.59,316.09,0.00,32.38,21.78,2606.83
2000,218,47677.25,0.00,417.36,0.00,32.90,22.36,2701.64
2000,219,47594.09,0.00,460.17,0.00,33.86,21.42,2551.40
2000,220,47509.83,0.00,450.09,0.00,34.13,21.97,2638.15
2000,221,47424.50,0.00,442.87,0.00,34.24,22.28,2689.05
2000,222,47338.14,16.24,337.23,0.00,33.29,21.32,2535.05
2000,223,47250.78,6.15,343.67,0.00,33.06,20.81,2457.48
2000,224,47162.45,7.03,312.63,0.00,32.64,22.06,2652.71
2000,225,47073.18,25.25,215.31,0.00,28.49,22.14,2665.24
2000,226,46983.00,24.48,263.54,0.00,30.22,22.06,2652.53
2000,227,46891.95,17.56,255.56,0.00,30.47,22.47,2720.16
2000,228,46800.04,0.00,408.77,0.00,33.23,22.74,2763.74
2000,229,46707.32,0.00,448.92,0.00,33.10,21.07,2496.31
2000,230,46613.82,0.00,469.95,0.00,33.36,20.25,2373.94
2000,231,46519.55,0.00,479.24,0.00,33.78,20.01,2339.13
2000,232,46424.55,0.00,460.96,0.00,33.90,20.87,2466.07
2000,233,46328.85,0.00,444.96,0.00,33.93,21.51,2564.38
2000,234,46232.47,3.73,318.23,0.00,33.68,22.04,2648.90
2000,235,46135.44,0.00,398.22,0.00,32.97,22.36,2701.23
2000,236,46037.79,0.00,410.59,0.00,33.94,22.47,2718.87
2000,237,45939.55,0.00,411.41,0.00,34.13,22.53,2728.59
2000,238,45840.73,0.00,428.24,0.00,34.07,21.79,2608.82
2000,239,45741.37,0.00,467.87,0.00,34.57,20.30,2381.04
2000,240,45641.49,0.00,467.32,0.00,34.54,20.20,2366.70
2000,241,45541.12,6.49,337.46,0.00,34.20,20.70,2439.85
2000,242,45440.28,9.84,285.84,0.00,31.78,21.48,2559.57
2000,243,45338.99,3.51,302.38,0.00,32.12,20.98,2483.27
2000,244,45237.27,0.00,409.50,0.00,32.77,21.24,2523.06
2000,245,45135.16,6.82,276.29,0.00,32.65,22.57,2736.09
2000,246,45032.66,3.76,264.02,0.00,31.60,22.25,2682.79
2000,247,44929.82,0.00,400.03,0.00,33.45,22.06,2653.05
2000,248,44826.64,5.74,283.76,0.00,33.10,22.52,2728.41
2000,249,44723.14,12.36,265.89,0.00,31.43,21.98,2639.63
2000,250,44619.36,9.20,293.66,0.00,32.81,21.85,2619.14
2000,251,44515.31,10.12,273.89,0.00,31.85,21.99,2640.79
2000,252,44411.02,0.00,381.78,0.00,32.78,22.18,2672.52
2000,253,44306.49,2.09,152.68,0.00,28.72,23.77,2941.38
2000,254,44201.76,3.11,254.49,0.00,32.25,23.26,2852.10
2000,255,44096.85,0.00,369.22,0.00,32.00,21.98,2639.66
2000,256,43991.76,0.00,430.74,0.00,32.74,20.03,2341.21
2000,257,43886.54,0.00,421.84,0.00,33.37,20.71,2441.23
2000,258,43781.18,0.00,427.04,0.00,34.09,20.86,2464.66
2000,259,43675.72,0.00,411.45,0.00,33.74,21.23,2520.70
2000,260,43570.17,19.36,238.57,0.00,29.14,20.82,2458.69
2000,261,43464.56,41.54,149.31,0.00,24.95,20.25,2373.69
2000,262,43358.89,0.00,313.06,0.00,28.97,21.02,2489.60
2000,263,43253.20,4.48,317.38,0.00,33.02,20.35,2388.03
2000,264,43147.50,19.13,290.61,0.00,32.80,21.65,2586.81
2000,265,43041.80,0.00,341.01,0.00,32.25,22.86,2784.33
2000,266,42936.14,0.00,296.64,0.00,31.29,23.45,2885.79
2000,267,42830.52,0.00,371.81,0.00,32.97,22.34,2698.65
